text,label
"Been told to WFH, taking public transportation has been discouraged, doctor's office is rescheduling nonurgent appo… ",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
 Bernie Sanders Put Joe Biden's Entire Record on Blast at CNN's Debate  via You Tube,0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
shaunking Joe Biden It’s time to end Bernie tonight!,0
" I see millions of you on both sides of the political aisle pissed off about empty shelves, no toilet paper, potatoes, pa…",0
" Last night, we lost an incredibly devout Berner, to suicide. He is one of many examples of ppl who feel as if their li…",0
" If I was Bernie, I would demand joe list them! If joe had nine kids, he wouldn’t know half their names. He probably doesn…",0
 Joe Biden to receive secret service protection amid security risk ,0
 Bernie not getting secret service is hilarious because no one views him as the nominee 😂😂😂😂,0
Bernie Sanders,0
briebriejoy The very same poll undermines Bernie’s electability argument ,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
" howardfineman Bernie Sanders He's been saying it for over a year, you disingenuous fvck. ",0
rew6414 katiecannon2 laughingcat2016 Salivating over others' property and forcing others to pay for your patheti… ,0
" KHive Queen B I'm tired of fighting, Bernie Sanders just brings bad vibes and turns his supporters into beasts. Bernie Exit",0
" I wrote about the Bernie Bro narrative, the dangers of not logging off, and the absurdity of reducing Bernie Sanders' bas…",0
" Okay, I'm headed out to vote  I'm high risk with Autoimmunity  Risking my life to vote for Bernie because the DNC Tom Pe…",0
So how many kids Karen got now let’s see  Keanu  Bernie Chantelle  Keegan Bailey Riley  Chatham Kayden  Right then that’s EIGHT 😶,0
"Bernie Sanders Thank you, Bernie. I appreciate your leadership in this time of peril and confusion. ",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
"nancyzred gregolear Lincolns Bible Don't listen to the billionaire owned media outlets, Nancy. Trump's a billiona… ",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 Nomiki Konst Only Bernie can beat Trump. Pass it on. ,0
" Lisa perfectly articulates my feelings. It is possible to be FOR healthcare as a right and AGAINST Bernie's inflexibility, e…",0
ghotsin literally me with my parents theyre trumpies and i’m bernie,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
rolandsmartin Bernie needs to drop out of the race.,0
"fawfulfan Why do you care if Bernie is in the race longer, unless you’re concerned that he’ll win?",0
 Democrats did this to themselves with Bernie Sanders.  Treating him to a heroes welcome after he spoiled the election o…,0
" Lisa perfectly articulates my feelings. It is possible to be FOR healthcare as a right and AGAINST Bernie's inflexibility, e…",0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
" As the Economy Weakens, the Case for Bernie Sanders Grows Stronger ",0
" Bernie is about to get BTFOed tonight, the nomination is out of reach, and as I predicted, Comrade Bernie will never qui…",0
" The calls for Bernie to end his campaign and just coronate Biden are anti-democratic, are, by default, exploiting the cris…",0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
punished_stu Sure the majority of citizens are rejecting him but the DNC is also rejecting Bernie,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 To Bernie the pandemic is an opportunity. He is a ghoul who would use the threat of mass deaths to prolong his campaign   After…,0
 The Rick Wilson Bernie Sanders may end up being worse than Donald Trump because he’s doing everything he can do to help Trum…,0
RKJ65 revmagdalen nope...he has a bunch of money from Bernie Madoff to spend that he wouldn't give back to the pe… ,0
"Old hos stay your brittle asses in, young hos in Illinois go out and vote for Bernie",0
 Bernie and Biden within margin of error.   Everybody saying Bernie drop out- stop it.,0
 Can someone help me understand the appeal of Joe Biden over Bernie Sanders? Joe Biden isn’t a safe pick. Are Americans st…,0
"Your fighting hard to re-elect trump..bernie. do the 'right thing' and drop out, get behind BIDEN. UNITE W/BIDEN. ",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
"chontal shaunking johncusack I know about the process. But if Bernie quits, the process is over. It’s up to him.",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
" Don't forget to vote for Bernie Sanders Marie4Congress anthonyvclark20 Elect Ventura. We need progressives in office, w…",0
If buyers can’t distinguish between products and ideas they are being pitched – if they buy strictly on the Why – t… ,0
Funny how you're calling for a virtual convention but not for a delay of the primaries.   Delaying the primaries wo… ,0
 Bernie Sanders Is the Only Candidate Focused on How Coronavirus Will Ravage the Most Vulnerable  via g…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Donald Trump and Mitt Romney are officially more progressive than Bernie Sanders. Let. That. Sink. In.,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 Bernie and Biden within margin of error.   Everybody saying Bernie drop out- stop it.,0
"Luvtrumpsh8 Jewels Journeys Bernie Sanders Talking about Bernie while ignoring everything on the other side, is ye… ",0
 Bernie Victory Captain Josh just cast their vote for Bernie in Miami! Florida For Bernie Bernie2020 Election Day Florid…,0
"challengersma redd3451 AOC Bernie Sanders She didn't sink Bernie, helped for certain, but praising Castro, Chave… ",0
" He’ll never do it, but Bernie should form a new party and run in the general. He would get a significant chunk of the vote.",0
"tdibble jeremyscahill ryangrim Well, I'm counting on Bernie speaking freely no matter what. If he does it from t… ",0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
Bernie needs to take action. Give a speech to Americans as if he is already President. It's almost certainly too l… ,0
Never Pdx zia_kat Generic Name2718 belle_reinhart Akins Ld David Ag Stone Bernie Sanders Warren believes in blood… ,0
worth noting that dems in this poll say they are voting for Bernie but not for Biden 🤔 ,0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 Reality keeps endorsing Bernie Sanders. Pass it on or don't but it needs to be said. ,0
"melbournecoal take it to all 50 states Bernie! count every vote, let everyone get a chance to decide, not the party elites!",0
Sen Warren USACEHQ Deptof Defense Bernie2020.  Bernie with you in his cabinet would have made a good team.,0
 Here’s s another completely false narrative story about the President “firing his entire pandemic response team” etc e…,0
Left libtards is working with China to create a pandemic. Create fear and chaos. They know they can't win. This is… ,0
"Stonekettle This progressive voted for HRC in the general. I now just block all ""Bernie or Bust"" types.",0
pml_tray daveweigel Bernie isn't a leader.  Screams a bunch of stuff.  No plans.,0
 Florida Primary the ONLY candidate to fight for Medicare For All is Bernie Sanders the ONLY sane choice for the times,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
"scottcetera no scott. whats happening is “i know bernie has better policies, but the media is telling me to vote b… ",0
 Presidential af.   ,0
 My brother’s in Florida. He’s a Bernie supporter. But under no circumstances do I hope he goes to vote today. Not under…,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
 Marilyn Lavala Meme Mercenary ronc2265 ICan Plainly See Quin4Trump Dola1956 Wahboom thedude77 Mcginn Keven ernest…,0
" So, DNC is threatening to purge delegates in States that postpone primary elections for public safety reasons, in the w…",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
Voodu Drew That's only Bernie. Biden would lose to Trump handily. This is 2016 all over again and you ghouls don't care.,0
wowimfine Vote Bernie Sanders!! We need Medicare for all!! 🚨,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
Ross Col89474735 JGoku18 Naomi AKlein Zephyr Teachout Andrew Yang I'll take a band aid at this point.  It fits in… ,0
thehill Bernie is the voice of the people not corporations.,0
 For all my wonderful Bernie family that already voted: did you remember to switch your voter registration back to independe…,0
 Shane Goldmacher Rose Gardener WI Most came from  Bernie's Super PAC  he won't admit to  and criticizes others for.  …,0
LITERALLY DOING MY SPANISH HW AND CRYING OVER BERNIE,0
"Canella1200 neolibtarded Who gives a damn if he’s not a Democrat! Bernie is an honest man, who he wants to do eve… ",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
 Bernie Sanders Is the Only Candidate Focused on How Coronavirus Will Ravage the Most Vulnerable  via g…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president? ",0
 For all my wonderful Bernie family that already voted: did you remember to switch your voter registration back to independe…,0
 Tom Perez is willing to kill off his own voting base solely because he’s afraid of a degenerating Joe Biden having to run…,0
The Rick Wilson Love Bernie sanders,0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
" Bernie is going to take 3 Ls today. That’s why the 🌹 brigade is on edge. They’re drowning, so the appropriate thing to do is to t…",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
"Gee what a surprise. Joe's, super pac called and said do me a favor. Bernie's people powered campaign is the only one… ",0
 After this COVID19 pandemic is over how could you not vote for Bernie!!!????? 😭😭😭This pandemic is whooping America’s ass a…,0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 Had a dream that Bernie sanders was at the capital and he was on stilts and he was giving a speech about something and a h…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president? ",0
Corporatists are going to long for the days of Bernie’s politics. You can’t piss off two entire generations and exp… ,0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
" other_deviation Politics_Polls Reuters Ipsos No, it's only 45 and up who leans Biden.  18-44 is solidly Bernie.  in many…",0
" He’ll never do it, but Bernie should form a new party and run in the general. He would get a significant chunk of the vote.",0
" In this moment of crisis, we have a chance to fundamentally fix the reasons this country is in this mess. It's up to us to…",0
 Update: it’s 6am. I’m in line. I’m scared shitless.   I’m doing this for Bernie.   I’m doing this for me  I’m doing this f…,0
jeremyscahill ryangrim The DNC has made it abundantly clear that they would rather loose to Trump than let Bernie… ,0
 After this COVID19 pandemic is over how could you not vote for Bernie!!!????? 😭😭😭This pandemic is whooping America’s ass a…,0
" It was unconscionable that Bernie run at all, given his age/infirmity/Russian aid, but refusing to bow out NOW, despite no p…",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
" Lisa perfectly articulates my feelings. It is possible to be FOR healthcare as a right and AGAINST Bernie's inflexibility, e…",0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
" This is a truly rotten country. Bernie was our last electoral hope to slow this down. Without that, not sure anything good c…",0
ss81089 Andrew Yang Note: the 2016 comparison doesn't work. Bernie supporters isnt why 2016 went the way it did;… ,0
 Keep in mind that Biden and Bernie are the best they got to take on President Trump in 2020...  Both of these crazy old y…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
 Yes they should come together behind Bernie.,0
"kanye Boots Riley Bernie still our only shot atm, but like you said, they’re stealing it right in front of us",0
 robreiner Bernie Sanders is trying to save American lives by pushing for Medicare4All. Joe Biden is trying to save the he…,0
fairorchard Sally Albright It is an analogy. I am simply comparing how to handle their adult temper tantrum (threa… ,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
 Biden’s campaign has lied repeatedly about the safety of going to the polls. Bernie Sanders is putting the health and safe…,0
 If Bernie refuses to listen to the Americans who say they don't want him why do we even bother voting? Never Bernie https:…,0
I get in more fights with Bernie or Bust people than Trump supporters...,0
"John87733662 Dem Soc Politics Farah Izzie tawny_darko DNC Tom Perez Nope it really doesn't, but also doesn't mean… ",0
" To quote Philippe Reines, Bernie wants another kamikaze run at the USS Biden. He's determined to damage the nominee and i…",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
Where the FUCK ARE YOU BERNIE ENDORSE UBI,0
" ryangrim If Bernie wins today, they'll declare the results invalid.  if Biden wins today, they'll declare him the winner and…",0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
 DEATH BATTLE! Bernie Sanders VS Cuphead ,0
" ryangrim If Bernie wins today, they'll declare the results invalid.  if Biden wins today, they'll declare him the winner and…",0
" Okay, I'm headed out to vote  I'm high risk with Autoimmunity  Risking my life to vote for Bernie because the DNC Tom Pe…",0
 Bernie Sanders has been the only candidate in a crowded field to ever have a plan to cancel medical debt. And it didn’t ta…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
ya but bernie should drop out thou according to every pundit ,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.  People Over Profit,0
 Reality keeps endorsing Bernie Sanders. Pass it on.  People Over Profit,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
" Lisa perfectly articulates my feelings. It is possible to be FOR healthcare as a right and AGAINST Bernie's inflexibility, e…",0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
 KHive Queen B I'm tired of constantly being chastised by Bernie and his followers that I don't love him. …,0
 Reality keeps endorsing Bernie Sanders. Pass it on. ,0
" So, DNC is threatening to purge delegates in States that postpone primary elections for public safety reasons, in the w…",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
"If Bernie or Biden want to win in November, they need to be looking at adding UBI to their platforms RIGHT NOW. The… ",0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
pony_hawk jxhn_nee I assure you a vast majority of young people being coerced by Bernie supporters to vote for hi… ,0
 Presidential af.   ,0
 Bernie asking the most important question here ,0
Crypto Films Social Salinas Zach G2020 Andrew Yang next debate. And if that happens. Boy you better bet your projec… ,0
"MJBond Nashville Benjamin PDixon AP, like Wa Po, NYT, WSJ, MSNBC, CNN, Vox, etc. are part of the elite media establi… ",0
 NEW: The Bernie Sanders campaign tells supporters he has received more than 10 million donations so far.  These number…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Liberals: LISTEN 👏 TO 👏 SCIENTISTS 👏  Scientists: On-site voting during a global pandemic is a public health hazard.…,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
 Important note:  You cannot complain about empty store shelves  And then go out and vote for communist Bernie Sanders…,0
" Bernie, please do a repeat of this on national tv one time and I swear to you, if people aren’t lining up in droves to vo…",0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
 if y’all need a ride to go vote tma hmu.... (Bernie only),0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
Producer Cat Socksof Fluff Sen Warren There isn't a path to victory with Biden he's got so much baggage that the re… ,0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
" Its actually a dis-analogy because Bernie has decades of experience, including executive as mayor, but go for it, now i…",0
Brother_Bernie shvintage Sulik2 Chasedogman King_Davess Benjamin PDixon DNC For Democrats yes conservatives no.,0
ancynt Ludwigs Ghost Joy Ann Reid I’m not a Trump supporter. I have relatives who will die from this disease. I am… ,0
" So, DNC is threatening to purge delegates in States that postpone primary elections for public safety reasons, in the w…",0
"JGshort Scott Saia23 Bernie Sanders I personally would, only bc of how terrible Trump is. But Biden and the DNC ar… ",0
" Agree, if Bernie refuses to drop out, Biden should ignore him from here on out. No more debates. Pivot to the general.",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 BERNIE IS ON TIKTOK LIKE VERIFIED ACCOUNT AND ALL and LIKE ,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
 My new post: Coronavirus has brutally exposed the uselessness of Trumpian authoritarian instincts. It ought to also teach us tha…,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
" 2020 Democratic primaries (as of 3/16):  Votes 7,707,190 - 37.81% - Joe Biden 6,278,909 - 30.80% - Bernie Sanders  Delega…",0
" Hope Bernie and the Berners out there take notes on how to get shit passed. Here's an idea, maybe work together to achi…",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
briebriejoy Bernie can’t do that either. Stop telling people lies.,0
 Today my mama voted for Bernie Sanders in IL. I moved my entire family from Biden to Bernie.  Feeling clear on my work.,0
 Trump and GOP Leaders won't cross the religious right.   Conservatives weaponize their base as effectively as Bernie weapo…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president?",0
 Reality keeps endorsing Bernie Sanders. Pass it on. ,0
"scoffeezy bruh I just wish there was a good anti-establishment politician, trump is a jackass and I’m tired of hea… ",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Bernie Sanders is in the race and determined to beat Trump. He didn’t quit and you shouldn’t either. We have plenty of del…,0
"hollley Bernie Sanders Some not all, but if Biden loses or Bernie (he’s not out of it yet) and Trump is re-elected… ",0
 Biden’s campaign has lied repeatedly about the safety of going to the polls. Bernie Sanders is putting the health and safe…,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
 Twitter bitches be saying vote for Bernie Sanders all up an down Twitter with out even knowing why,0
" Sen. Bernie Sanders: ""It really does stun me to what degree the Democratic establishment continues to ignore the needs and the…",0
y’all talking abt bernie being a grandpa when joe biden LITERALLY HAS DEMENTIA .... AND HES A PEDOPHILE,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
DKnight10000 kanova santiagomayer_ You want one man in congress to change the whole country? The fact that you c… ,0
" I don’t know who needs to here this, but when comparing the credentials of candidates, you should bear in mind there was a…",0
 Liberals: LISTEN 👏 TO 👏 SCIENTISTS 👏  Scientists: On-site voting during a global pandemic is a public health hazard.…,0
 My new post: Coronavirus has brutally exposed the uselessness of Trumpian authoritarian instincts. It ought to also teach us tha…,0
" ⭐️10K GIVEAWAY⭐️   💖win this water pipe, resin xbox controller, and bernie ashtray💖  🌿rules: RT and like this post, and f…",0
¡Go Bernie! Bernie Sanders ,0
 Had enough of this yet ??  📢 VOTE FOR BERNIE SANDERS‼  Vote Bernie Florida Primary Illinois Primary Ohio Primary Arizon…,0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 I think Joe Biden should proceed as the presumptive nominee and start vetting his vice president as well as potential ca…,0
"Bernie Sanders unitehere MLB NBA NHL Bernie,   the amount of hate comments is absolutely breath-taking. It's al… ",0
Heather Habsburg I honestly think Bernie has given up for whatever reason. He should be calling for massive food di… ,0
" Bernie is about to get BTFOed tonight, the nomination is out of reach, and as I predicted, Comrade Bernie will never qui…",0
worth noting that dems in this poll say they are voting for Bernie but not for Biden 🤔 ,0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 Reality keeps endorsing Bernie Sanders. Pass it on or don't but it needs to be said. ,0
"melbournecoal take it to all 50 states Bernie! count every vote, let everyone get a chance to decide, not the party elites!",0
Sen Warren USACEHQ Deptof Defense Bernie2020.  Bernie with you in his cabinet would have made a good team.,0
 Here’s s another completely false narrative story about the President “firing his entire pandemic response team” etc e…,0
Left libtards is working with China to create a pandemic. Create fear and chaos. They know they can't win. This is… ,0
"Stonekettle This progressive voted for HRC in the general. I now just block all ""Bernie or Bust"" types.",0
pml_tray daveweigel Bernie isn't a leader.  Screams a bunch of stuff.  No plans.,0
 Florida Primary the ONLY candidate to fight for Medicare For All is Bernie Sanders the ONLY sane choice for the times,0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
"scottcetera no scott. whats happening is “i know bernie has better policies, but the media is telling me to vote b… ",0
 Presidential af.   ,0
 My brother’s in Florida. He’s a Bernie supporter. But under no circumstances do I hope he goes to vote today. Not under…,0
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,0
 Marilyn Lavala Meme Mercenary ronc2265 ICan Plainly See Quin4Trump Dola1956 Wahboom thedude77 Mcginn Keven ernest…,0
" So, DNC is threatening to purge delegates in States that postpone primary elections for public safety reasons, in the w…",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
Voodu Drew That's only Bernie. Biden would lose to Trump handily. This is 2016 all over again and you ghouls don't care.,0
wowimfine Vote Bernie Sanders!! We need Medicare for all!! 🚨,0
 YO DID KING BERNIE REALLY USE MY SONG FOR HIS CAMPAIGN I AM SO SKEPTICAL IS THIS REAL????SOMEONE LMK???? …,0
Ross Col89474735 JGoku18 Naomi AKlein Zephyr Teachout Andrew Yang I'll take a band aid at this point.  It fits in… ,0
thehill Bernie is the voice of the people not corporations.,0
 For all my wonderful Bernie family that already voted: did you remember to switch your voter registration back to independe…,0
 Shane Goldmacher Rose Gardener WI Most came from  Bernie's Super PAC  he won't admit to  and criticizes others for.  …,0
LITERALLY DOING MY SPANISH HW AND CRYING OVER BERNIE,0
"Canella1200 neolibtarded Who gives a damn if he’s not a Democrat! Bernie is an honest man, who he wants to do eve… ",0
 Did you know:  According to a new study—just ONE traveller from China let into Washington State in January infected 39 p…,0
 Bernie Sanders Is the Only Candidate Focused on How Coronavirus Will Ravage the Most Vulnerable  via g…,0
" Cool, so, uh, 8% of what he spent on trying to keep Bernie Sanders from becoming president? ",0
 For all my wonderful Bernie family that already voted: did you remember to switch your voter registration back to independe…,0
 Tom Perez is willing to kill off his own voting base solely because he’s afraid of a degenerating Joe Biden having to run…,0
The Rick Wilson Love Bernie sanders,0
" If these 2 corrupt political parties even THINK about bailing out casinos, hotels and all the other big industries and do…",0
" Bernie is going to take 3 Ls today. That’s why the 🌹 brigade is on edge. They’re drowning, so the appropriate thing to do is to t…",0
 Reality keeps endorsing Bernie Sanders. Pass it on.,0
"Gee what a surprise. Joe's, super pac called and said do me a favor. Bernie's people powered campaign is the only one… ",0
 After this COVID19 pandemic is over how could you not vote for Bernie!!!????? 😭😭😭This pandemic is whooping America’s ass a…,0
" I've been told that I must abide by a curfew and sacrifice because we need to ""flatten the curve"" and protect what few ICU bed…",0
 Had a dream that Bernie sanders was at the capital and he was on stilts and he was giving a speech about something and a h…,0
 Who do I believe? Biden or my lying eyes and ears? ,1
" Although I'd prefer a black woman as Joe Biden's VP, I had a dream last night:  Joe Biden picked Andrew Yang as his VP, an…",1
"Akiva Ben Canaan NPR I was going to vote for Biden in the general but with this kind of toxicity from his supporters, I just can’t.",1
 Bernie and Biden within margin of error.   Everybody saying Bernie drop out- stop it. ,1
anarchistjoe12 Andrew Yang Biden isn't voting on anything. He's a private citizen,1
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,1
 1/31—The president halted all China travel  2/1—Biden called it “hysterical xenophobia”  2/2—ACLU said “travel bans and qu…,1
pvtjokerus Nothing like a dose of faux socialism to change minds. Bread line Bernie will lose support and if Biden… ,1
